"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"エネコ 東京 結婚 式","10","10","170","16","1.13","https://www.weddingpark.net/00001e7a/plan/","1","0","1.00","0.3","110","[44,54,54,54,54,44,100,36,28,23,18,13]","2026-08-11","AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"スター ジュエリー 仙台","3","3","110","30","1.36","https://ringraph.weddingpark.net/brand/b300029/shop/s000856/review","1","0","1.00","0.43","105","[52,43,52,43,52,67,100,81,52,52,52,52]","2026-06-25","Sitelinks, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"婚約 指輪 スクエア カット","9","9","90","15","0.81","https://ringraph.weddingpark.net/eng/cu3","1","0","0.00","0.72","166","[65,41,41,53,41,41,65,41,82,100,65,41]","2026-07-16","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Twitter, Feature_34","commercial","Organic"
"入籍 後 免許 証","9","9","70","15","0.00","https://www.weddingpark.net/qa/673/","1","0","0.00","0.02","107","[100,53,6,6,3,28,6,6,9,3,3,3]","2026-08-07","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ルリアン 大阪","6","6","170","32","1.44","https://www.weddingpark.net/00000bc8/","1","0","1.00","0.44","93","[65,42,65,65,65,81,65,100,65,100,54,100]","2026-07-01","Sitelinks, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"大阪 天満宮 会館","10","10","140","24","0.79","https://www.weddingpark.net/000010d6/","1","0","0.00","0.08","104","[82,82,82,82,82,82,82,82,100,82,82,82]","2026-06-30","Image, Video, Short videos, People also ask, Twitter","navigational","Organic"
"兄 の 結婚 式","10","10","170","16","0.00","https://www.weddingpark.net/qa/6276/","1","0","0.00","0.33","186","[52,67,67,81,100,52,67,81,81,67,100,81]","2026-08-02","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"union harbor","10","10","210","17","0.99","https://www.weddingpark.net/00001e59/","1","0","0.00","0.07","106","[81,100,65,100,65,81,81,65,65,65,81,65]","2026-08-09","Image, Image pack, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ベルナール 鶴岡","9","9","1300","31","0.79","https://www.weddingpark.net/00000f93/map/","1","0","0.00","0.02","172","[100,81,62,62,81,100,62,62,81,100,81,81]","2026-08-06","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Related searches, Twitter","navigational","Organic"
"聖 フランシスコ 教会","6","6","320","34","0.00","https://www.weddingpark.net/00000ba5/","1","0","0.00","0.33","104","[67,67,67,54,54,67,81,100,67,81,100,67]","2026-08-03","Sitelinks, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"エクシブ 淡路島 アクセス","3","3","110","25","0.00","https://www.weddingpark.net/00000981/map/","1","0","0.00","0.33","107","[100,82,82,65,53,41,65,65,82,65,53,29]","2026-08-13","Image, Video, Short videos, People also ask, Twitter","informational","Organic"
"ベイサイド 迎賓館 みなとみらい","3","3","90","24","3.07","https://www.weddingpark.net/00001ddf/","1","0","3.00","0.14","84","[64,64,50,79,79,64,79,100,79,100,36,14]","2026-07-18","Sitelinks, Image, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"renri","8","8","720","40","1.38","https://ringraph.weddingpark.net/brand/b301382","1","0","1.00","0.35","146","[48,100,100,88,72,100,100,88,39,32,32,26]","2026-08-18","Sitelinks, Image pack, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ブルガリ 福岡","5","5","260","32","0.68","https://ringraph.weddingpark.net/brand/b300087/shop/s003551","1","0","0.00","0.44","164","[67,67,67,67,54,82,100,100,54,54,67,67]","2026-07-03","Sitelinks, Short videos, People also ask, Local pack, Feature_34","commercial, navigational","Organic"
"ビジュピコ 福岡","9","9","260","24","1.03","https://ringraph.weddingpark.net/brand/b300097/shop/s001194/review","1","0","1.00","0.12","131","[82,82,100,82,82,54,54,54,54,44,44,44]","2026-08-01","Image, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"結婚 式場 ガーデン","7","7","110","19","1.25","https://www.weddingpark.net/osusume/garden/p27/","1","0","1.00","0.37","127","[65,53,82,65,53,53,53,41,82,53,100,82]","2026-08-01","Image, Image pack, Video, Short videos, People also ask, Local pack","commercial","Organic"
"帝国 ホテル 東京 結婚 式","7","7","210","37","1.37","https://www.weddingpark.net/0000071a/","1","0","1.00","0.22","131","[54,65,65,81,100,42,81,81,100,81,100,81]","2026-08-16","Sitelinks, Image pack, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"道後 プリンス ホテル 駐 車場","8","8","320","26","0.00","https://www.weddingpark.net/00000064/map/","1","0","0.00","0.09","108","[67,81,100,81,81,67,67,81,81,44,67,44]","2026-08-09","AI overview, Image, Short videos, People also ask, Twitter","informational","Organic"
"トランク ホテル アクセス","8","8","260","22","2.29","https://www.weddingpark.net/00001df3/map/","1","0","2.00","0.02","108","[81,100,100,81,100,100,81,100,81,100,81,100]","2026-07-12","Image, Video, Short videos, People also ask, Twitter","informational","Organic"
"ベルカーサ 福島 市","5","5","170","25","0.72","https://www.weddingpark.net/00000fd1/","1","0","0.00","0.31","132","[34,34,44,44,44,34,44,44,81,34,81,100]","2026-08-13","Sitelinks, Video, Short videos, Knowledge panel, Twitter","navigational","Organic"
"護国 神社 広島 駐 車場","5","5","170","27","0.00","https://www.weddingpark.net/00001c9c/map/","1","0","0.00","0.33","103","[5,2,2,8,10,44,100,12,12,6,6,5]","2026-07-30","AI overview, Short videos, People also ask, Twitter","informational","Organic"
"ichi 結婚 指輪","6","6","210","18","1.42","https://ringraph.weddingpark.net/brand/b300020/review","1","0","1.00","0.47","168","[66,66,81,100,66,66,53,66,53,53,44,66]","2026-07-11","Sitelinks, Image, Short videos, People also ask, Twitter","transactional","Organic"
"福岡 小さな 結婚 式","10","10","720","25","2.58","https://www.weddingpark.net/0000115d/","1","0","2.00","0.47","139","[67,67,82,82,82,67,100,82,82,67,82,82]","2026-08-13","Sitelinks, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"高見 ブライダル","10","10","590","41","1.89","https://www.weddingpark.net/dress/brands/5/","1","0","1.00","0.03","90","[82,54,67,100,82,82,82,67,82,82,82,100]","2026-07-23","Sitelinks, Image, Video, Short videos, People also ask, Twitter","informational, navigational","Organic"
"ララシャンス ガーデン","10","10","390","27","0.40","https://www.weddingpark.net/00001fa1/","1","0","0.00","0.14","90","[81,67,81,81,81,81,81,81,81,81,67,100]","2026-06-25","Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ツツミ 御徒 町","10","10","260","32","0.00","https://ringraph.weddingpark.net/brand/b300117/shop/s001894/review?ring_type=2","1","0","0.00","0.38","108","[44,44,53,100,66,100,100,100,100,100,100,66]","2026-08-18","Image, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"京都 高島屋 シャネル","8","8","110","27","0.00","https://ringraph.weddingpark.net/brand/b300115/shop/s003402","1","0","0.00","0.01","49","[53,65,53,53,65,82,100,65,65,53,53,41]","2026-07-27","Short videos, People also ask, Local pack, Twitter","transactional","Organic"
"鎌倉 鶴ケ岡 会館","4","4","110","24","9.48","https://www.weddingpark.net/00001b3e/map/","1","0","9.00","0.29","116","[100,100,100,82,82,100,100,82,100,100,100,100]","2026-08-16","Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"チェルシー コート","9","9","720","26","1.48","https://www.weddingpark.net/000010a4/map/","1","0","1.00","0.16","165","[82,82,82,82,82,100,82,100,67,82,67,55]","2026-07-10","Sitelinks, Image, Image pack, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"舞浜 結婚 式場","10","10","390","21","0.90","https://www.weddingpark.net/00001089/","1","0","0.00","0.59","110","[100,100,100,100,100,100,82,100,100,100,54,82]","2026-07-18","Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"槌 目 模様","10","10","390","11","1.18","https://ringraph.weddingpark.net/mrg/d24","1","0","1.00","0.04","164","[100,100,82,82,82,100,82,100,82,100,82,100]","2026-07-03","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Feature_34","informational","Organic"
"ヴィラ ルーチェ 中津","10","10","480","27","1.30","https://www.weddingpark.net/00001887/","1","0","1.00","0.09","138","[54,44,54,54,54,67,67,100,67,82,82,82]","2026-06-26","Sitelinks, Image, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"写真 プリント クッキー 即日 東京","9","9","50","10","0.32","https://www.weddingpark.net/magazine/5645/","1","0","0.00","1","169","[3,3,3,100,3,3,3,3,28,10,3,3]","2026-08-12","Sitelinks, Image, Short videos, People also ask","commercial","Organic"
"宝石 工房 ヴァンモア","10","10","720","26","1.79","https://ringraph.weddingpark.net/brand/b300887","1","0","1.00","0.09","107","[48,59,59,72,72,72,72,72,72,72,100,72]","2026-07-21","Sitelinks, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"挙式 値段","7","7","90","22","0.61","https://www.weddingpark.net/estimate/hint/","1","0","0.00","0.28","195","[2,8,5,100,2,3,6,3,1,1,1,2]","2026-07-10","Featured snippet, Image pack, Video, Short videos, People also ask","informational","Organic"
"kaour","6","6","50","30","0.00","https://ringraph.weddingpark.net/brand/b300169","1","0","0.00","0.02","116","[3,3,10,3,3,3,5,3,3,3,10,100]","2026-07-02","Sitelinks, Image pack, Video, Short videos, People also ask, Local pack, Knowledge panel, Twitter","transactional","Organic"
"イン スタイル ウェディング 京都","10","10","1300","28","2.10","https://www.weddingpark.net/00001d83/map/","1","0","2.00","0.09","110","[81,81,100,100,100,100,100,81,81,81,55,45]","2026-07-08","Sitelinks, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ハリー ウィンストン 値段 指輪","9","9","590","37","0.79","https://ringraph.weddingpark.net/brand/b300090","1","0","0.00","0.36","165","[2,100,25,100,77,30,25,16,100,45,30,16]","2026-07-30","Sitelinks, AI overview, Image, Short videos, People also ask, Twitter, Feature_34","commercial, informational","Organic"
"ミキモト ダイヤ 品質","3","3","110","19","0.00","https://ringraph.weddingpark.net/brand/b300100/review","1","0","0.00","0.32","158","[79,79,100,79,79,50,64,64,64,79,64,64]","2026-07-16","Sitelinks, AI overview, Short videos, People also ask, Twitter","informational","Organic"
"isamu morita カラー ドレス","5","5","110","14","0.54","https://www.weddingpark.net/dress/brands/788/","1","0","0.00","0.34","164","[41,82,82,100,65,53,65,53,41,41,53,65]","2026-08-19","Sitelinks, Video, Short videos, Feature_34","navigational","Organic"
"ルーキス","9","9","590","34","1.05","https://www.weddingpark.net/000003ed/","1","0","1.00","0.14","105","[82,82,82,100,82,100,67,82,82,100,67,82]","2026-07-19","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"フランセス","8","8","260","40","1.21","https://www.weddingpark.net/0000077c/kuchikomi/","1","0","1.00","0.05","120","[36,36,44,44,54,44,54,36,36,44,54,100]","2026-06-26","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"石岡 ホテル グラン マリアージュ","9","9","50","19","0.23","https://www.weddingpark.net/00001584/map/","1","0","0.00","0.18","107","[12,6,24,65,6,6,6,6,65,100,65,6]","2026-08-13","AI overview, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"ルシエ 銀座","6","6","140","22","1.38","https://ringraph.weddingpark.net/brand/b300036/shop/s000740/review","1","0","1.00","0.16","106","[43,52,81,100,67,52,67,81,52,67,67,81]","2026-07-14","Image, Short videos, People also ask, Knowledge panel, Twitter","informational, navigational","Organic"
"横浜 ベイ シェラトン 結婚 式","6","6","210","28","0.93","https://www.weddingpark.net/000000a0/","1","0","0.00","0.37","107","[53,66,66,66,66,66,81,81,100,66,81,66]","2026-08-11","Sitelinks, Short videos, People also ask, Knowledge panel, Ads bottom, Twitter","navigational","Organic"
"ベルコ 結婚 式場","4","4","140","31","1.56","https://www.weddingpark.net/00000855/","1","0","1.00","0.28","109","[65,100,82,53,82,53,82,100,82,65,100,82]","2026-08-04","Image, Short videos, Local pack, Twitter","commercial","Organic"
"ロイヤル オリオン","4","4","140","31","0.47","https://www.weddingpark.net/000000d7/map/","1","0","0.00","0.2","121","[100,81,65,54,42,35,27,54,54,42,35,42]","2026-06-25","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"夫婦 で マッサージ","9","9","320","26","0.28","https://www.weddingpark.net/magazine/4847/","1","0","0.00","0.06","142","[100,100,100,82,82,82,100,67,67,67,82,67]","2026-07-26","AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"伊勢山 ヒルズ 結婚 式","9","9","880","34","1.40","https://www.weddingpark.net/00001221/","1","0","1.00","0.2","109","[59,72,88,88,72,72,88,88,88,88,100,88]","2026-07-27","Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"アカガネ リゾート 京都 東山 アクセス","2","2","50","17","0.00","https://www.weddingpark.net/00001935/map/","1","0","0.00","0.01","107","[33,100,100,52,5,5,5,5,19,5,5,5]","2026-08-13","Image, Short videos, People also ask, Twitter","informational","Organic"
"結婚 指輪 ピンキー リング","10","10","260","18","0.00","https://ringraph.weddingpark.net/magazine/208","1","0","0.00","0.45","182","[82,100,82,82,67,67,82,54,82,36,44,54]","2026-08-17","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"結婚 式 和装 大阪","9","9","50","8","1.61","https://www.weddingpark.net/osusume/japanese/p27/","1","0","1.00","0.61","33","[5,5,5,100,10,5,33,52,5,67,5,5]","2026-07-19","Short videos","informational","Organic"
"ヴァン クリーフ 京都","7","7","260","30","0.68","https://ringraph.weddingpark.net/brand/b300108/shop/s003534","1","0","0.00","0.72","109","[81,81,66,66,81,100,81,53,81,66,66,66]","2026-08-08","Sitelinks, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"サンリオ ウェディング","4","4","140","23","0.00","https://www.weddingpark.net/000016a4/","1","0","0.00","0.15","165","[67,67,67,100,100,81,67,67,81,67,52,52]","2026-07-13","Sitelinks, Image, Image pack, Video, Short videos, Twitter","navigational","Organic"
"モチーフ 指輪","4","4","50","14","0.00","https://ringraph.weddingpark.net/ranking/mrg/12","1","0","0.00","0.76","184","[18,6,100,12,12,6,53,53,100,6,6,6]","2026-08-16","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"結婚 指輪 ロイヤル アッシャー","6","6","210","22","0.42","https://ringraph.weddingpark.net/brand/b300078/review","1","0","0.00","0.44","155","[65,65,65,81,81,81,54,100,81,100,81,81]","2026-07-11","Sitelinks, Image, Short videos, People also ask, Twitter, Feature_34","transactional","Organic"
"ラグナ スイート 新横浜 ホテル & ウエディング","8","8","170","33","1.67","https://www.weddingpark.net/0000115a/","1","0","1.00","0.21","130","[43,52,100,100,81,81,81,81,100,67,67,67]","2026-08-07","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ブライダル ハウス bibi","5","5","260","29","1.00","https://www.weddingpark.net/dress/brands/221/dress_articles/","1","0","1.00","0.1","106","[54,54,44,54,44,44,100,44,67,54,67,54]","2026-08-16","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"ダイヤモンド シライシ 相場","3","3","140","21","1.44","https://ringraph.weddingpark.net/brand/b300019/item?ring_type=1","1","0","1.00","0.06","95","[43,33,52,33,43,43,43,81,100,81,81,81]","2026-07-29","Sitelinks, AI overview, Short videos, People also ask, Twitter","informational","Organic"
"medi 結婚 式","3","3","110","25","2.74","https://www.weddingpark.net/00001f8b/","1","0","2.00","0.48","174","[100,82,100,65,65,53,65,53,82,53,65,41]","2026-08-05","Short videos, Knowledge panel, Twitter","informational, transactional","Organic"
"新宿 ツツミ","10","10","210","19","0.96","https://ringraph.weddingpark.net/brand/b300117/shop/s001901/review","1","0","0.00","0.52","106","[53,53,66,44,66,66,100,81,53,81,44,66]","2026-07-11","Image, Short videos, People also ask, Local pack, Twitter","transactional","Organic"
"ゆき ざき 福岡","10","10","1000","39","0.59","https://ringraph.weddingpark.net/brand/b300648/shop/s002555","1","0","0.00","1","105","[77,77,77,77,77,68,100,100,68,77,77,77]","2026-07-18","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"マーキーズ 島原","9","9","210","18","0.70","https://www.weddingpark.net/00000868/","1","0","0.00","0.02","61","[81,100,81,66,66,66,66,53,53,81,53,66]","2026-06-29","Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"ベルシオラ","10","10","1000","40","0.59","https://ringraph.weddingpark.net/brand/b301570/review?ring_type=1","1","0","0.00","0.83","141","[30,30,30,30,30,30,34,45,34,30,20,100]","2026-07-06","Sitelinks, Short videos, People also ask, Knowledge panel, Feature_34","navigational","Organic"
"ケイウノ 本店","4","4","170","38","2.53","https://ringraph.weddingpark.net/brand/b300032/shop/s000467","1","0","2.00","0.29","105","[100,55,5,1,1,55,1,1,1,1,5,1]","2026-07-25","Sitelinks, Ads top, Image, Short videos, People also ask, Local pack, Ads bottom, Twitter","navigational","Organic"
"ホテル モーリア クラシック","8","8","320","31","0.37","https://www.weddingpark.net/00000673/kuchikomi/","1","0","0.00","0.1","108","[67,82,82,67,100,100,82,67,54,82,82,44]","2026-07-03","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ヴィヴィアン ブライズ 名古屋","4","4","110","27","0.66","https://www.weddingpark.net/dress/brands/203/","1","0","0.00","0.2","113","[79,79,100,100,64,64,79,100,100,100,100,100]","2026-08-03","Sitelinks, Video, Short videos, People also ask, Twitter","navigational","Organic"
"顔合わせ ご 祝儀 袋","10","10","170","19","0.00","https://www.weddingpark.net/qa/4333/","1","0","0.00","0.02","173","[52,43,52,67,81,67,43,100,100,100,100,100]","2026-07-18","Sitelinks, Short videos, People also ask","informational","Organic"
"em アクセサリー","10","10","720","55","0.12","https://ringraph.weddingpark.net/brand/b300560/shop","1","0","0.00","0.54","171","[82,82,67,82,82,82,100,100,82,82,67,100]","2026-07-17","Sitelinks, Video, Short videos, People also ask, Twitter, Feature_34","navigational","Organic"
"クラブ エクセレント コースト","8","8","170","27","0.72","https://www.weddingpark.net/000006c4/map/","1","0","0.00","0.04","108","[12,27,35,42,54,42,65,81,100,81,100,81]","2026-06-26","Sitelinks, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"三ツ星 イタリアン","7","7","90","17","0.00","https://www.weddingpark.net/00001256/kuchikomi/590806/","1","0","0.00","0.01","123","[3,4,4,1,6,1,1,100,10,1,1,1]","2026-06-27","Sitelinks, Image pack, Video, Video Carousel, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"カルティエ 立川","6","6","170","27","0.00","https://ringraph.weddingpark.net/mrg/b300089/review/2573","1","0","0.00","0.12","150","[34,44,44,53,44,53,66,100,53,53,44,53]","2026-07-17","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"長男 婿入り","10","10","140","17","0.00","https://www.weddingpark.net/qa/6831/","1","0","0.00","0.33","109","[81,100,100,67,67,52,67,81,52,67,52,67]","2026-07-17","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"ヒルトン 大阪 ウエディング","8","8","260","33","0.98","https://www.weddingpark.net/000006fe/kuchikomi/","1","0","0.00","0.09","104","[54,54,54,54,54,54,100,82,82,82,100,67]","2026-08-08","Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"日本橋 三越 ブルガリ","3","3","110","32","0.00","https://ringraph.weddingpark.net/brand/b300087/shop/s001808","1","0","0.00","0.38","165","[3,3,5,23,3,54,3,54,5,100,3,100]","2026-06-25","Sitelinks, Image, Short videos, People also ask, Local pack, Twitter","transactional","Organic"
"カルティエ バレリーナ 婚約 指輪 値段","7","7","320","32","0.00","https://ringraph.weddingpark.net/brand/b300089","1","0","0.00","0.24","149","[44,54,54,100,81,81,100,54,67,54,35,29]","2026-07-27","Sitelinks, Image, Image pack, Short videos, People also ask, Twitter, Feature_34","commercial","Organic"
"東京 結婚 式場 有名","6","6","50","26","0.90","https://www.weddingpark.net/hall/p13/","1","0","0.00","0.27","112","[3,3,3,12,3,3,3,3,53,100,3,3]","2026-07-29","AI overview, Video, Short videos, People also ask, Local pack","commercial","Organic"
"エニー ブライダル","3","3","140","33","2.46","https://www.weddingpark.net/dress/brands/146/dress_articles/","1","0","2.00","0.16","129","[52,43,33,43,33,52,81,52,81,67,100,81]","2026-08-08","Sitelinks, Video, Short videos, People also ask, Local pack","navigational","Organic"
"クロム ハーツ ntfl","3","3","140","20","0.46","https://ringraph.weddingpark.net/mrg/b300124/review/45000","1","0","0.00","1","158","[27,54,100,65,54,42,42,42,54,35,65,54]","2026-07-21","Sitelinks, Image pack, Short videos, People also ask, Twitter, Feature_34","commercial","Organic"
"名古屋 ハリー ウィンストン","3","3","90","25","1.50","https://ringraph.weddingpark.net/brand/b300090/shop/s000734/review","1","0","1.00","0.33","109","[1,100,10,4,1,4,1,1,1,1,6,1]","2026-08-03","Sitelinks, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"パール ベリー ガーデン アン フィエスタ","2","2","50","25","0.00","https://www.weddingpark.net/000014c5/","1","0","0.00","0.04","7270","[5,5,5,24,52,100,5,33,81,5,19,5]","2026-07-23","Video, Local pack, Twitter","commercial","Organic"
"ケイウノ 刻印","6","6","140","18","2.53","https://ringraph.weddingpark.net/mrg/b300032/r046228","1","0","2.00","0.15","93","[100,82,82,82,82,82,100,65,82,82,82,65]","2026-07-30","Sitelinks, Image pack, Short videos, Twitter","navigational","Organic"
"4d max","10","10","260","31","0.00","https://www.weddingpark.net/magazine/4823/","1","0","0.00","0.33","997","[21,100,48,32,17,21,14,9,21,21,17,11]","2026-07-24","AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"島根 結婚 式場","9","9","140","20","0.64","https://www.weddingpark.net/ranking/1-p32/","1","0","0.00","0.34","58","[52,100,67,100,67,67,67,67,81,67,67,67]","2026-07-23","Image, Short videos, People also ask, Local pack","commercial","Organic"
"花嫁 センター 草谷","3","3","110","28","0.57","https://www.weddingpark.net/dress/brands/654/","1","0","0.00","0.17","105","[41,53,82,82,82,65,100,82,100,65,65,41]","2026-07-28","Sitelinks, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"成田 ヒルトン 結婚 式","7","7","170","23","0.52","https://www.weddingpark.net/0000033d/","1","0","0.00","0.08","107","[81,67,81,81,100,100,67,67,81,81,81,52]","2026-07-13","Sitelinks, Short videos, People also ask, Twitter","navigational","Organic"
"同棲 した が る 彼氏","10","10","390","16","0.00","https://www.weddingpark.net/qa/7119/","1","0","0.00","0.33","105","[100,81,81,100,81,67,54,81,67,67,54,67]","2026-07-03","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"チュチュ ブライダル","6","6","210","46","2.03","https://www.weddingpark.net/dress/brands/8/","1","0","2.00","0.17","179","[100,100,81,100,100,81,81,81,65,81,81,65]","2026-08-10","Sitelinks, Video, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"ドレス レビュー","2","2","70","25","0.00","https://www.weddingpark.net/dress/brands/570/","1","0","0.00","0.08","187","[14,5,67,52,10,19,14,52,100,5,5,5]","2026-06-26","Sitelinks, Video, Short videos, Knowledge panel, Twitter","navigational","Organic"
"ikk ブライダル","4","4","140","43","1.15","https://www.weddingpark.net/grouplist/1/","1","0","1.00","0.1","106","[100,100,65,82,100,82,82,82,65,100,82,82]","2026-06-25","Sitelinks, Video, Video Carousel, Short videos, People also ask, Twitter","navigational","Organic"
"フォーチュン ガーデン","9","9","1900","38","1.13","https://www.weddingpark.net/000017f5/kuchikomi/","1","0","1.00","0.03","162","[100,100,100,79,79,79,79,79,79,100,79,79]","2026-07-08","Sitelinks, Video, Short videos, People also ask, Knowledge panel, Related searches, Twitter","navigational","Organic"
"福岡 juno","6","6","210","34","2.25","https://www.weddingpark.net/dress/brand_articles/3142/","1","0","2.00","0.24","104","[65,81,54,65,65,54,81,65,81,81,100,100]","2026-08-05","Video, Short videos, People also ask, Local pack, Twitter","navigational, transactional","Organic"
"ハワイ 結婚 式 費用 20 人","9","9","90","13","0.96","https://foreign.weddingpark.net/guide/money/hawaii/","1","0","0.00","0.42","106","[65,65,100,81,12,4,4,8,4,12,27,4]","2026-07-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"椿山荘 結婚 式 口コミ","2","2","70","30","1.66","https://www.weddingpark.net/0000056f/kuchikomi/","1","0","1.00","0.21","112","[33,14,5,24,100,14,67,100,5,24,5,10]","2026-08-09","Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"草谷","9","9","720","48","0.97","https://www.weddingpark.net/dress/brands/654/","1","0","0.00","0.14","95","[100,100,100,72,88,72,59,48,48,72,72,72]","2026-07-10","Sitelinks, Image, Image pack, Video, Short videos, Local pack, Twitter","navigational","Organic"
"nana カルティエ","7","7","210","29","0.00","https://ringraph.weddingpark.net/eng/b300089/review/139939","1","0","0.00","0.08","127","[29,44,35,100,54,44,44,35,29,67,54,29]","2026-07-29","Sitelinks, Image, Image pack, Short videos, People also ask, Twitter","informational","Organic"
"式場 と は","10","10","210","18","0.00","https://www.weddingpark.net/osusume/shikijo/feature/1/","1","0","0.00","0.33","129","[65,54,65,81,81,81,65,65,100,81,81,65]","2026-08-07","AI overview, Video, Short videos, People also ask","informational","Organic"
"岡崎 庵 京都","6","6","110","15","1.80","https://www.weddingpark.net/00000f50/map/","1","0","1.00","0.06","110","[65,53,53,65,82,100,41,53,82,82,82,82]","2026-06-24","Sitelinks, Short videos, Twitter","navigational","Organic"
"ジュエリー ピコ","7","7","720","41","0.47","https://ringraph.weddingpark.net/brand/b300097/item?ring_type=2","1","0","0.00","0.29","166","[88,100,72,72,72,72,88,88,72,100,72,59]","2026-07-10","Sitelinks, Image, Short videos, People also ask, Local pack, Twitter, Feature_34","navigational","Organic"
"モリス ルビー","6","6","390","26","0.49","https://ringraph.weddingpark.net/brand/b301066","1","0","0.00","0.87","243","[100,81,81,54,81,81,81,81,67,67,67,67]","2026-08-17","Sitelinks, Image pack, Video, Short videos, People also ask, Local pack, Feature_34","navigational","Organic"
"鎌倉 プリンス ホテル 結婚 式","5","5","170","29","0.85","https://www.weddingpark.net/000000e2/","1","0","0.00","0.33","102","[67,67,100,81,81,67,67,100,81,100,67,100]","2026-06-26","Video, Video Carousel, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"射水 神社 結婚 式","4","4","110","25","1.77","https://www.weddingpark.net/00000759/","1","0","1.00","0.21","105","[43,43,52,52,52,33,43,33,52,67,100,52]","2026-08-13","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ギリシャ 女神 ドレス","9","9","110","31","0.00","https://www.weddingpark.net/dress/dress_articles/21802/","1","0","0.00","0.38","186","[100,100,100,79,79,50,64,64,79,64,79,64]","2026-07-31","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"マツヤ サロン","8","8","480","39","1.52","https://www.weddingpark.net/000001ae/map/","1","0","1.00","0.06","105","[100,100,100,81,100,100,81,66,81,81,54,54]","2026-07-24","Sitelinks, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
